"nome palestra","discipline","indirizzo","telefono","orari di apertura","pagina web","lat","long"
"Sporting Club Induno Olona","Fitness","Via Previati, 9, 21056 Induno Olona VA, Italia","+39 0332 202400","Lun 09-00 | Mar 09-00 | Mer 09-00 | Gio 09-00 | Ven 09-00 | Sab 09-00 | Dom 10-13","","45.854796999999998","8.8423920000000003"
"Sporting Club Saronno","Fitness","Via Garcia Lorca, 21047 Saronno VA, Italia","+39 02 9670 1736","Orari da verificare","https://www.sportingclubsaronno.it/","45.618578999999997","9.0474759999999996"
"Sporting Palestra & SPA ssdrl","Fitness","Via Cesare Correnti, 2, 21100 Varese VA, Italia","+39 0332 812910","Lun 06-22:30 | Mar 06-22:30 | Mer 06-22:30 | Gio 06-22:30 | Ven 06-22:30 | Sab 08-19 | Dom 08:30-13","http://www.palestresporting.it/","45.797646999999998","8.8428909999999998"
"Sportinmente ASD","Fitness","Via Oslavia, 21049 Tradate VA, Italia","+39 375 608 5287","Lun 14:30-18 | Mar 14:30-18 | Mer 14:30-18 | Gio 14:30-18 | Ven 14:30-18 | Sab 10-18 | Dom 10-18","https://sportinmenteasd.it/","45.704062","8.9098959999999998"
"SportIT Football Busto Arsizio","Fitness","Via Q. Sella, 5/A, 21052 Busto Arsizio VA, Italia","+39 375 837 4687","Lun 15-19:15 | Mar 10-12:30, 15-19:15 | Mer 10-12:15, 15-19:15 | Gio 10-12:15, 15-19:15 | Ven 10-12:15, 15-19:15 | Sab 10-12:30, 15-19:15 | Dom chiuso","https://store.sportit.com/busto-arsizio-football-store/","45.615150999999997","8.8441749999999999"
"Sportit Varese","Fitness","Via Ulisse Merini, 7, 21100 Varese VA, Italia","+39 328 862 5575","Lun 14-19 | Mar 09-13, 15-19 | Mer 09-13, 15-19 | Gio 09-13, 15-19 | Ven 09-13, 15-19 | Sab 09-13, 15-19 | Dom chiuso","https://www.sportitvarese.com/","45.820345000000003","8.836233"
"SportLab Gavirate","Fitness","Via Aldo Mazza, 12, 21026 Gavirate VA, Italia","+39 348 783 9689","Lun 07-22 | Mar 07-22 | Mer 07-22 | Gio 07-22 | Ven 07-22 | Sab 07-22 | Dom chiuso","https://www.sportlabgavirate.it/","45.844664999999999","8.7161380000000008"
"Sports Rehab Bellinzona","Fitness","Via del Carmagnola 1, 6500 Bellinzona, Svizzera","+41 91 973 47 92","Lun 07:30-20 | Mar 07:30-20 | Mer 07:30-20 | Gio 07:30-20 | Ven 07:30-20 | Sab 08-15 | Dom chiuso","https://sportsrehab.ch/","46.206159999999997","9.0385939999999998"
"Sports Rehab Lugano Balestra","Fitness","Via Serafino Balestra 11, 6900 Lugano, Svizzera","+41 91 744 64 56","Lun chiuso | Mar chiuso | Mer chiuso | Gio chiuso | Ven chiuso | Sab 07:30-15:30 | Dom chiuso","http://sportsrehab.ch/","46.008091999999998","8.9546659999999996"
"SSDRL Kinesis","Fitness","Palestra Don Luigi Cremona, Via Alberto da Giussano, 168, 21050 Castelseprio VA, Italia","+39 380 762 6607","Lun 15-20 | Mar 15-20 | Mer 15-20 | Gio 15-20 | Ven 15-20 | Sab chiuso | Dom chiuso","","45.714267","8.8614080000000008"
"ST Studio Personal Training","Fitness","Via Giulio Cesare Procaccini, 10, 21100 Varese VA, Italia","+39 351 325 6011","Lun 00:00-24:00 | Mar 00:00-24:00 | Mer 14-21 | Gio 00:00-24:00 | Ven chiuso | Sab 00:00-24:00 | Dom chiuso","https://simosportpersonaltraining.flazio.com/","45.823054999999997","8.8217920000000003"
"Stability Pilates","Pilates","Via Vincenzo Vela 5, 6600 Locarno, Svizzera","+41 77 291 83 87","Lun 08-19:30 | Mar 10-19 | Mer 14-19 | Gio 10-19 | Ven 14-19 | Sab chiuso | Dom chiuso","https://www.stabilitypilates.ch/","46.167045999999999","8.7954880000000006"
"Stadio Cornaredo","Fitness","Via Trevano 100, 6900 Lugano, Svizzera","+41 91 922 86 72","Orari da verificare","https://www.fclugano.com/","46.023760000000003","8.9614630000000002"
"Stadio del Ghiaccio di Chiasso","Fitness","Via 1. Agosto, 6830 Chiasso, Svizzera","+41 58 122 49 01","Lun 00:00-24:00 | Mar 12-12:45, 13-17 | Mer 13:30-16:45 | Gio 12-13, 13:15-16:30 | Ven 12-13, 13:15-16:45, 20:30-23 | Sab 14:30-17, 20:30-23 | Dom 10-11:30, 14:30-17","http://www.chiasso.ch/index.phpid=155","45.833696000000003","9.0146850000000001"
"Stadio Franco Ossola","Fitness","Via Giuseppe Bolchini, 39, 21100 Varese VA, Italia","+39 0332 225735","Orari da verificare","","45.834265000000002","8.8014779999999995"
"Stadio Riva IV","Fitness","I, Via 1. Agosto, 6830 Chiasso, Svizzera","+41 91 683 86 30","Orari da verificare","http://www.chiasso.ch/","45.833995000000002","9.0165670000000002"
"Stadiumfit | Centro Sportivo stadium Besozzo","Fitness","Via Milano, 25, 21023 Besozzo VA, Italia","+39 0332 771371","Lun 07-22 | Mar 07-22 | Mer 07-22 | Gio 07-22 | Ven 07-22 | Sab 08-18 | Dom 08-12:30","https://stadiumfitness.it/","45.83661","8.6694209999999998"
"Stile Alpino Lugano","Fitness","Via Sonvico 8B, 6952 Canobbio, Svizzera","+41 91 940 10 00","Lun chiuso | Mar chiuso | Mer chiuso | Gio chiuso | Ven chiuso | Sab 09-17 | Dom chiuso","http://www.stilealpino.ch/","46.027743000000001","8.9677310000000006"
"Street Workout Al Macello","Fitness","Via Franco Zorzi, 6850 Mendrisio, Svizzera","+41 61 515 55 00","Lun 00:00-24:00 | Mar 00:00-24:00 | Mer 00:00-24:00 | Gio 00:00-24:00 | Ven 00:00-24:00 | Sab 00:00-24:00 | Dom 00:00-24:00","https://verticaltechnik.ch/","45.871899999999997","8.9830509999999997"
"Stronger 1994 Personal Training","Fitness","Via Giacomo e Filippo Ciani 14, 6900 Lugano, Svizzera","+41 79 270 13 64","Lun 06-22 | Mar 06-22 | Mer 06-22 | Gio 06-22 | Ven 06-22 | Sab 07-20 | Dom 07-20","http://www.stronger1994.ch/","46.014657999999997","8.9607759999999992"
"Stronger Lugano","Fitness","Via Zurigo 17, 6900 Lugano, Svizzera","+41 79 271 03 64","Lun 06-22 | Mar 06-22 | Mer 06-22 | Gio 06-22 | Ven 06-22 | Sab 08-19 | Dom 08-17","http://www.andypersonaltrainer.net/","46.011901999999999","8.9534859999999998"
"STT Lugano - Società Tennis Tavolo Lugano","Fitness","Via al Chioso 7, 6900 Lugano, Svizzera","+41 79 619 49 56","Orari da verificare","http://www.sttlugano.ch/","46.008913","8.9615740000000006"
"Studio Bee Pilates e Yoga","Pilates | Yoga | Fitness","Via Leonardo Da Vinci, 2, 21052 Busto Arsizio VA, Italia","+39 347 936 4452","Lun 08-20 | Mar 08-20 | Mer 08-20 | Gio 08-20 | Ven 08-20 | Sab chiuso | Dom chiuso","http://www.studiobee.it/","45.612254","8.8627830000000003"
"Studio Benessere Arti Marziali - Mº Roberto Pavesi","MMA","Via della Fornace, 15, 21100 Varese VA, Italia","+39 342 660 2227","Lun 08:30-20 | Mar 08:30-20 | Mer 08:30-20 | Gio 08:30-20 | Ven 08:30-20 | Sab 08:30-13 | Dom chiuso","http://www.pranobioenergialucente.it/","45.821516000000003","8.7982840000000007"
"Studio Body Motion","Pilates","Via Dufour 2, 6900 Lugano, Svizzera","+41 76 561 66 22","Lun 07-20 | Mar 07-20 | Mer 07-20 | Gio 07-20 | Ven 07-20 | Sab 09-13 | Dom chiuso","","46.008608000000002","8.9518430000000002"
"Studio Curas di Simona Izzo","Fitness","Via Leonardo Da Vinci, 3, 21100 Varese VA, Italia","+39 0332 182 8648","Lun 09-19 | Mar 11-20 | Mer 09-20 | Gio 11-19 | Ven 09-19 | Sab chiuso | Dom chiuso","https://www.schienasanavarese.it/","45.816246","8.835502"
"Studio di terapie Patrick Nicora Sagl","Fitness","A, Via Serafino Balestra 13, 6600 Locarno, Svizzera","+41 91 751 04 26","Lun 08-12, 14-18 | Mar 08-12, 14-18 | Mer 08-12, 13:30-17:30 | Gio 07:30-11:30, 12-16:30 | Ven 08-11:30, 12-16:30 | Sab chiuso | Dom chiuso","","46.165649000000002","8.7972009999999994"
"Studio Dr. Massimo Sartorello - Chinesiologo clinico - Personal Trainer a Saronno","Fitness","Via Friuli, 44, 21047 Saronno VA, Italia","+39 349 150 2706","Lun 07-13, 17-21 | Mar 07-14, 17-21 | Mer 08-14, 17-22 | Gio 08-14:30, 17-22 | Ven 08-21 | Sab 08-13, 14-17 | Dom chiuso","http://massimosartorello.it/","45.613360999999998","9.0291409999999992"
"Studio Elite - Personal Training","Yoga | Fitness","Via dei Gorini 2, 6900 Lugano, Svizzera","+41 76 609 38 62","Lun 15-18 | Mar 10-20 | Mer 09-14 | Gio 15:30-20 | Ven 14:30-18 | Sab 10-16 | Dom 10-16","https://www.yogaflexfitness.com/","46.004134999999998","8.9507449999999995"
"Studio Equilibrium ""Personal Wellness Consulting""","Fitness","Via Gemmo 3, 6900 Lugano, Svizzera","+41 76 823 42 16","Lun 07-20 | Mar 07-20 | Mer 07-20 | Gio 07-20 | Ven 07-20 | Sab chiuso | Dom chiuso","https://studioequilibrium.com/","46.010162999999999","8.9363620000000008"
"Studio Fisioterapico - Studio T&M","Pilates","Via Edoardo Ferravilla, 8, 21100 Varese VA, Italia","+39 0332 195 7856","Lun 08-20 | Mar 08-20 | Mer 08-20 | Gio 08-20 | Ven 08-20 | Sab 08-20 | Dom chiuso","http://www.studiotm.it/","45.809953","8.7931399999999993"
"Studio I.N. personal training Lugano","Fitness","Residence & Spa, Villa Sassa Hotel, Via Tesserete 10, 6900 Lugano, Svizzera","+41 79 716 57 40","Lun chiuso | Mar chiuso | Mer chiuso | Gio chiuso | Ven chiuso | Sab 07-12 | Dom chiuso","http://www.studioin.ch/","46.012912","8.9505230000000005"
"Studio La Mano","Fitness","Via Varrone 5A, 6500 Bellinzona, Svizzera","+41 78 860 86 35","Lun 09-12, 13-19 | Mar 09-12, 13-19 | Mer 09-12, 13-19 | Gio 09-12, 13-19 | Ven 09-12, 13-19 | Sab chiuso | Dom chiuso","https://studio-la-mano.business.site/m=true","46.200296999999999","9.0294299999999996"
"Studio Laterale - Yoga & Health Coaching","Yoga","Via Besso 42, 6900 Lugano, Svizzera","+41 78 743 41 49","Lun 09-21 | Mar 09-21 | Mer 09-21 | Gio 09-21 | Ven 09-21 | Sab 10-12:30 | Dom 18-19:30","http://www.studiolaterale.ch/","46.007016","8.9417410000000004"
"Studio Malnati di Malnati Pietro","Fitness","Via Passo Buole, 14, 21100 Varese VA, Italia","+39 338 987 0347","Lun 10-20 | Mar 10-20 | Mer 10-20 | Gio 10-20 | Ven 10-20 | Sab 10-20 | Dom chiuso","http://www.studio-malnati.com/","45.788646","8.8510659999999994"
"Studio Mudita - Massaggio Avanzato, Yoga e Terapie Olistiche a Locarno Ascona","Yoga","Via Cittadella 3, 6600 Locarno, Svizzera","+41 77 494 40 40","Lun 09-20 | Mar 09-20 | Mer 09-20 | Gio 09-20 | Ven 09-20 | Sab 09-18 | Dom chiuso","https://www.studiomudita.ch/","46.170293000000001","8.7944370000000003"
"Studio Personal Trainer","Fitness","Via Luigi Roncari, 43a, 21023 Besozzo VA, Italia","+39 328 951 7391","Lun 08-21 | Mar 08-21 | Mer 08-21 | Gio 08-21 | Ven 08-21 | Sab 08-18 | Dom chiuso","https://sites.google.com/view/studio-personaltrainer-besozzo/home-page","45.844901","8.6688589999999994"
"Studio Personal Trainer Il Mio PT - Gallarate","Fitness","Via S. Rocco, 38, 21013 Gallarate VA, Italia","+39 347 050 3061","Lun 07-20 | Mar 07-20 | Mer 07-20 | Gio 07-20 | Ven 07-20 | Sab chiuso | Dom chiuso","https://www.instagram.com/il_mio_pt/","45.657693999999999","8.7836680000000005"
"Studio Pilates Silvia Macchi","Pilates | Fitness","Via Novara, 13, 21013 Gallarate VA, Italia","+39 338 772 4482","Lun 09-21:30 | Mar 09-21:30 | Mer 09-21:30 | Gio 09-21:30 | Ven 09-21:30 | Sab 09-14 | Dom chiuso","http://www.pilatesgallarate.it/","45.656877000000001","8.787039"
"Studio Portale Muralto","Fitness","Via G. Mariani 1a, 6600 Muralto, Svizzera","+41 77 442 36 72","Orari da verificare","","46.173887000000001","8.8019390000000008"
"Studio Vale Body Fit Sagl","Fitness","Via Vallemaggia 54, 6600 Locarno, Svizzera","+41 77 503 41 35","Lun 06-20:30 | Mar 06-20:30 | Mer 06-20:30 | Gio 06-20:30 | Ven 06-20:30 | Sab 06-13 | Dom chiuso","http://valebodyfit.ch/","46.170112000000003","8.7782289999999996"
"STUDIO121","Fitness","Via Marsala, 40, 21013 Gallarate VA, Italia","+39 340 127 7926","Lun 07-22 | Mar 07-22 | Mer 07-22 | Gio 07-22 | Ven 07-21 | Sab 07-19 | Dom chiuso","http://www.andreaverrascina.it/","45.657297","8.7850059999999992"
"Studioâ€¢104 Fitness al Femminile","Fitness","Via U. Foscolo, 8, 21022 Azzate VA, Italia","+39 351 892 7057","Orari da verificare","https://www.studio104fitnessalfemminile.it/","45.776195999999999","8.7938349999999996"
"Stunt Milano - Team Stunt a Milano dal 2008","Fitness","Via Magenta, 70, 21052 Busto Arsizio VA, Italia","+39 392 149 4826","Lun chiuso | Mar chiuso | Mer chiuso | Gio chiuso | Ven chiuso | Sab 00:00-24:00 | Dom chiuso","http://www.stuntmilano.com/","45.597954000000001","8.8460730000000005"
"Summit Taekwondo","Taekwondo","Via Besso 42, 6900 Lugano, Svizzera","+41 91 224 33 31","Lun chiuso | Mar chiuso | Mer chiuso | Gio chiuso | Ven chiuso | Sab chiuso | Dom chiuso","http://www.summitaekwondo.ch/","46.007016","8.9417410000000004"
"Supermercato Migros - Bellinzona - Piazza del Sole","Fitness","Piazza Rinaldo Simen 8, 6500 Bellinzona, Svizzera","+41 91 821 78 00","Lun 07:30-19 | Mar 07:30-19 | Mer 07:30-19 | Gio 07:30-20 | Ven 07:30-19 | Sab 07:30-18:30 | Dom chiuso","https://filialen.migros.ch/de/migros-supermarkt-bellinzona","46.193612999999999","9.0242740000000001"
"Swimming School MobyDick Parco Maraini","Nuoto","Via Massagno 32, 6900 Lugano, Svizzera","+41 91 941 00 02","Lun 08-22 | Mar 08-22 | Mer 08-22 | Gio 08-22 | Ven 08-22 | Sab 08-22 | Dom 08-22","https://www.mobydickschool.ch/","46.010379999999998","8.9484159999999999"
"SWKA - Wing Chun Kung Fu","Kung Fu | Wing Chun","Via Trevano 29/Piano 1, 6900 Lugano, Svizzera","+41 79 943 78 38","Orari da verificare","https://www.instagram.com/swkawingchun","46.015590000000003","8.9551090000000002"
"Synapses Sagl","Fitness","Via Monte Boglia 5, 6900 Lugano, Svizzera","+41 91 966 00 55","Lun 07-19 | Mar 07-19 | Mer 07-19 | Gio 07-19 | Ven 07-19 | Sab chiuso | Dom chiuso","http://synapses.swiss/","46.018459999999997","8.9586690000000004"
"Synergie Studio Pilates","Pilates","Via Vincenzo Monti, 19, 21047 Saronno VA, Italia","+39 347 402 8317","Lun 09-21 | Mar 09-21 | Mer 09-21 | Gio 09-21 | Ven 09-21 | Sab 09-13 | Dom chiuso","http://www.synergie-studio.it/","45.629413999999997","9.0313389999999991"
"Synergy Fitness Boutique","Fitness","Via Boschina 17, 6963 Pregassona, Svizzera","+41 79 542 28 48","Lun 07-20 | Mar 07-20 | Mer 07-20 | Gio 07-20 | Ven 07-20 | Sab chiuso | Dom chiuso","http://www.synergyfitnessboutique.com/","46.019513000000003","8.9635119999999997"
"T.C. Cantello - Tennis, Calcio 5","Fitness","Via Collodi, 3, 21050 Cantello VA, Italia","+39 377 515 9544","Lun 16-22 | Mar 16-22 | Mer 16-22 | Gio 16-22 | Ven 16-22 | Sab 10-17 | Dom chiuso","http://www.sat2010.it/","45.823006999999997","8.8931719999999999"
"Taekwondo ""Cascinetta"" Gallarate","Taekwondo","o la Palestra scuola di Cascinetta, Via del Lavoro, 25/C, 21013 Gallarate VA, Italia","+39 331 361 9633","Lun 17:30-20:30 | Mar chiuso | Mer chiuso | Gio 17-20 | Ven chiuso | Sab chiuso | Dom chiuso","http://www.unitam.it/","45.673422000000002","8.7949809999999999"
"Taekwondo Club Europa","Taekwondo | Fitness","Via Belfiore, 21013 Gallarate VA, Italia","+39 338 974 7621","Lun 17:30-18:30 | Mar 18-20 | Mer chiuso | Gio 18-20 | Ven 17:30-19:30 | Sab chiuso | Dom chiuso","https://m.facebook.com/club.europa.tkd/locale2=it_IT","45.670696999999997","8.78735"
"Taekwondo Lugano Arti Marziali","Taekwondo","Via Paolo Regazzoni 12, 6900 Lugano, Svizzera","+41 78 326 42 97","Lun 18-20 | Mar 17-21 | Mer chiuso | Gio 18-20 | Ven 17-21 | Sab chiuso | Dom chiuso","https://www.luganoartimarziali.com/","46.006112000000002","8.9478720000000003"
"Tai Chi Lugano - Taiji, Meditazione e Circolazione Energetica Paradiso","Tai Chi","Via Calprino 3, 6900 Paradiso, Svizzera","+41 76 724 81 55","Lun chiuso | Mar 20-21 | Mer chiuso | Gio 20-21 | Ven chiuso | Sab chiuso | Dom chiuso","http://www.taichilugano.ch/","45.98901","8.940481"
"Tai Chi Lugano - Taiji, Meditazione, Circolazione Energetica - Sede Centrale","Tai Chi","Via Canova 15, 6900 Lugano, Svizzera","+41 76 724 81 55","Lun chiuso | Mar 20-21 | Mer 20-21 | Gio 20-21 | Ven chiuso | Sab 16-17 | Dom 12-13","https://www.taichilugano.ch/","46.005079","8.954264"
"Tai Chi Lugano - Taiji, Meditazione, Coltivazione Energetica - Sede Centrale","Tai Chi","Via Canova 15, 6900 Lugano, Svizzera","+41 76 724 81 55","Lun chiuso | Mar chiuso | Mer chiuso | Gio chiuso | Ven chiuso | Sab 16-17 | Dom chiuso","https://www.taichilugano.ch/","46.005079000000002","8.9542640000000002"
"Taketomikai - Arti marziali Mendrisio","Fitness","Via Vincenzo Vela, 6850 Mendrisio, Svizzera","+41 79 471 64 10","Lun 18:15-21:15 | Mar chiuso | Mer 18:15-21:15 | Gio 18:15-21:15 | Ven chiuso | Sab chiuso | Dom chiuso","https://www.arti-marziali.net/","45.871386000000001","8.9852980000000002"
"TARA YOGA & AYURVEDA","Yoga","Via Duca degli Abruzzi, 117, 21100 Varese VA, Italia","+39 0332 195 5556","Lun 08-20 | Mar 08-20 | Mer 08-20 | Gio 08-20 | Ven 08-20 | Sab chiuso | Dom chiuso","http://www.tarayoga.it/","45.814306999999999","8.7636699999999994"
"TC Lugano 1903","Fitness","Via Maraini 3, 6963 Lugano, Svizzera","+41 91 941 43 40","Lun 08:30-22 | Mar 08:30-22 | Mer 08:30-22 | Gio 08:30-22 | Ven 08:30-22 | Sab 08:30-22 | Dom 08:30-22","http://www.tclugano1903.ch/","46.024816000000001","8.9667809999999992"
"TC Villa Luganese","Fitness","Via Dossor 6966, 6966 Lugano, Svizzera","","Lun 08-22 | Mar 08-22 | Mer 08-22 | Gio 08-22 | Ven 08-22 | Sab 08-22 | Dom 08-22","http://www.tcvl.ch/","46.055950000000003","8.9954999999999998"
"Team Kimura Ticino","JiuJitsu Brasiliano","Via Industria 3, 6814 Lamone, Svizzera","+41 76 457 07 55","Lun 18:15-21 | Mar 12-13:15 | Mer 19-21 | Gio 12-13:15 | Ven 18:15-21 | Sab 10:30-12:30 | Dom chiuso","https://www.facebook.com/kimuraticino/","46.038505","8.9257"
"TechnoFit Lugano","Fitness","Via Carlo Maderno 26, 6900 Lugano, Svizzera","+41 78 746 87 92","Lun 07:30-21 | Mar 07:30-21 | Mer 07:30-21 | Gio 07:30-21 | Ven 07:30-21 | Sab 07:30-14 | Dom chiuso","","46.011217000000002","8.9557230000000008"
"Tecnica Alexander Studio Genki Magali Scheder Lucchini","Fitness","Viale Stazione 14, 6500 Bellinzona, Svizzera","+41 79 478 37 78","Lun chiuso | Mar chiuso | Mer chiuso | Gio chiuso | Ven chiuso | Sab 09-17 | Dom chiuso","https://www.studiogenki.ch/","46.192929999999997","9.0253549999999994"
"Tempo Pilates","Pilates","Via Contardo Ferrini, 31, 21052 Busto Arsizio VA, Italia","+39 351 700 4379","Lun 09-14, 17:30-21:30 | Mar 08:30-14:30, 17:30-20:30 | Mer 08:30-14:30, 16:30-20:30 | Gio 09-13:30, 17-21 | Ven 08:30-14, 17:30-19:30 | Sab chiuso | Dom chiuso","","45.597634999999997","8.8525770000000001"
"TENNIS & FITNESS","Fitness","Via Previati, 9, 21056 Induno Olona VA, Italia","+39 0332 202400","Lun 09-22 | Mar 09-22 | Mer 09-22 | Gio 09-22 | Ven 09-22 | Sab 09-19 | Dom 09-19","","45.854880000000001","8.8426200000000001"
"Tennis Club","Fitness","Via S. Carlo, 1, 21046 Malnate VA, Italia","+39 0332 427257","Lun 07-22 | Mar 07-22 | Mer 07-22 | Gio 07-22 | Ven 07-22 | Sab chiuso | Dom chiuso","","45.802138999999997","8.8777430000000006"
"Tennis Club Bellinzona","Fitness","Via Brunari 2A, 6500 Bellinzona, Svizzera","","Lun 08:15-22:30 | Mar 08:15-22:30 | Mer 08:15-22:30 | Gio 08:15-22:30 | Ven 08:15-22:30 | Sab 08:15-22:30 | Dom 08:15-20:30","http://www.tcbellinzona.ch/","46.200189999999999","9.0178039999999999"
"Tennis Club Busto Arsizio Srl","Fitness","Via Torino, 7, 21053 Castellanza VA, Italia","+39 0331 634362","Lun 09-22 | Mar 09-22 | Mer 09-22 | Gio 09-22 | Ven 09-22 | Sab 09-19 | Dom 09-19","http://www.tennistime.eu/","45.604061000000002","8.8736560000000004"
"Tennis Club Campo Marzio","Fitness","Via Lido, 6900 Lugano, Svizzera","+41 79 203 66 40","Lun 08-22 | Mar 08-22 | Mer 08-22 | Gio 08-22 | Ven 08-22 | Sab 08-22 | Dom 08-22","http://www.tccampomarzio.ch/","46.005398","8.9627470000000002"
"Tennis Club Carona","Fitness","Via Mauri 2, 6914 Carona, Svizzera","+41 91 649 94 64","Lun chiuso | Mar 10-23 | Mer 10-23 | Gio 10-23 | Ven 10-23 | Sab 08-23 | Dom 10-23","http://www.tccarona.ch/","45.955160999999997","8.9301480000000009"
"Tennis Club CCR","Fitness","Via Esperia, 21027 Esperia VA, Italia","+39 0332 789023","Lun 14-18:30 | Mar 10-14:30 | Mer 10-14:30 | Gio 14-18:30 | Ven chiuso | Sab chiuso | Dom chiuso","http://tennisclubccr.it/","45.804754000000003","8.6238609999999998"
"Tennis Club Chiasso","Fitness","Via Campagna 4, 6832 Seseglio, Svizzera","+41 91 682 06 16","Lun 08-23 | Mar 08-23 | Mer 08-23 | Gio 08-23 | Ven 08-23 | Sab 08-23 | Dom 08-23","https://www.tcchiasso.ch/","45.830593999999998","8.9972630000000002"
"Tennis Club Gallarate Associazione Sportiva Dilettantistica","Fitness","Largo Giannantonio Prinetti Castelletti, 2, 21013 Gallarate VA, Italia","+39 0331 779580","Lun 08-22 | Mar 08-22 | Mer 08-22 | Gio 08-22 | Ven 08-22 | Sab 08-22 | Dom 08-22","http://www.tennisgallarate.it/","45.658585000000002","8.7794810000000005"
"Tennis Club Lido Lugano","Fitness","Viale Castagnola 10, 6906 Lugano, Svizzera","+41 91 971 56 36","Lun 08-22 | Mar 08-22 | Mer 08-22 | Gio 08-22 | Ven 08-22 | Sab 08-22 | Dom 08-22","https://www.tclido.ch/","46.005853000000002","8.9646229999999996"
"Tennis Club Locarno","Fitness","Via della Morettina 10, 6600 Locarno, Svizzera","+41 91 751 11 16","Lun 08-22 | Mar 08-22 | Mer 08-22 | Gio 08-22 | Ven 08-22 | Sab 08-22 | Dom 08-22","http://www.tclocarno.ch/","46.164684000000001","8.7840670000000003"
"Tennis Club Locarno - Campi estivi ISOLINO","Fitness","Via Francesco Ballerini 1, 6600 Locarno, Svizzera","+41 91 751 11 16","Lun 08-23 | Mar 08-23 | Mer 08-23 | Gio 08-23 | Ven 08-23 | Sab 08-23 | Dom 08-23","http://www.tclocarno.ch/","46.165770000000002","8.8020910000000008"
